,formatted_address,formatted_phone_number,lat,lng,name,place_id,rating
38,"80th St., Juniper Blvd. N, Juniper Blvd. S, Middle Village, NY 11379, USA",(212) 639-9675,40.72049699999999,-73.8796412,Juniper Valley Park,ChIJwaaRmmdewokRTRadCEvkHnA,4.6
39,"Chrystie St &, Forsyth St, New York, NY 10002, USA",(212) 639-9675,40.7217408,-73.9915425,Sara D. Roosevelt Park,ChIJX0-MTYZZwokR0L585ip8P18,3.9
40,"3916, 500 Riverside Dr, New York, NY 10027, USA",,40.8127856,-73.9622491,Sakura Park,ChIJ6ZV3WUD2wokRd56jEa1BSjg,4.5
41,"Watt Avenue &, Middletown Rd, Bronx, NY 10465, USA",(718) 430-1891,40.8654997,-73.8091736,Pelham Bay Park,ChIJ0yDZfqCMwokR4_gc794XRHA,4.4
42,"201 Park Ave S, New York, NY 10003, USA",(212) 460-1200,40.7358235,-73.9905215,Union Square Park,ChIJuwazLZ9ZwokRoDhp6p5_XCo,4.5
43,"19 19th St, Astoria, NY 11105, USA",(212) 639-9675,40.7792459,-73.9229654,Astoria Park,ChIJhTKnW1pfwokRybwkvof4QWs,4.6
44,"Eastern Pkwy, Brooklyn, NY 11238, USA",(212) 639-9675,40.6717046,-73.96675239999999,Mount Prospect Park,ChIJAYbjmwlbwokReniI6h1d49E,4.5
45,"4-09 47th Rd, Long Island City, NY 10007, USA",(718) 786-6385,40.7455077,-73.9587485,Gantry Plaza State Park,ChIJ7eAADSJawokRObgUbl1g6mk,4.7
46,"Brooklyn, NY 11215, USA",,40.6609634,-73.9880527,South Slope Dog Run,ChIJne7UReFawokRVTnh7XKHt5k,3.8
47,"101 Thompson St, New York, NY 10012, USA",(212) 343-0959,40.7253366,-74.0025474,Vesuvio Playground,ChIJy4wBT4xZwokRlPlUcvHPRBE,4.3
48,"75 Battery Pl, New York, NY 10280, USA",(212) 267-9700,40.7067678,-74.0171771,Battery Park City Parks,ChIJ21_PURBawokRsSwjFUtw4i8,5.0
49,"90 Kent Ave, Brooklyn, NY 11249, USA",(718) 782-2731,40.7215092,-73.9609104,East River State Park Dog Run,ChIJ2bbP6WdZwokR_GMDsF65Wf4,3.1
50,"55 Water St, New York, NY 10041, USA",(212) 471-9496,40.7026773,-74.0097895,New York Vietnam Veterans Memorial Plaza,ChIJ6UIVsxVawokR3eZJUCIPr3E,4.4
51,"32-01 Vernon Blvd, Long Island City, NY 11106, USA",(718) 956-1819,40.768479,-73.9366363,Socrates Sculpture Park,ChIJvcjmWLVYwokRFz2FMdi00cA,4.3
52,"North Broadway, New York, NY 10001, USA",(212) 639-9675,40.7487156,-73.9882971,Greeley Square Park,ChIJEeWrKalZwokRg6qlyNqcv2A,4.3
53,"New York, NY 10004, USA",,40.7032775,-74.0170279,Battery Park,ChIJraKL-BJawokREpxDmF5GcL4,4.5
54,"Hudson St, New York, NY 10013, USA",(212) 639-9675,40.7298199,-74.0063953,James J Walker Park,ChIJz1YttJJZwokRZtZyCKbuzMU,4.2
55,"Staten Island, NY 10314, USA",(212) 602-5374,40.5773669,-74.18616159999999,Freshkills Park,ChIJt5Y1K3xLwokRcrFMDAs6WGo,3.8
56,"8 Beach St, New York, NY 10013, USA",(212) 639-9675,40.72019040000001,-74.005545,Tribeca Park,ChIJFVr4xopZwokRXbYt0DfWPoU,4.4
57,"910 Gresham Rd, Brooklyn, NY 11231, USA",(212) 504-4115,40.6854942,-74.02597279999999,Governors Island Picnic Point,ChIJozrGZ2VawokRhCYCtqZjo2E,4.7
58,"397 FDR Dr., New York, NY 10002, USA",(212) 639-9675,40.71169649999999,-73.9796972,Corlears Hook Park,ChIJbZSkRNRbwokRdMAaOge7PUU,4.2
59,"1st Avenue &, E 35th St, New York, NY 10016, USA",(212) 639-9675,40.7451124,-73.9736293,St. Vartan Park,ChIJ61QpcwVZwokRKRSfanl07Ro,4.2
