,formatted_address,formatted_phone_number,lat,lng,name,place_id,rating
40,"230 Vesey St, New York, NY 10281, USA",(212) 978-1673,40.7127168,-74.01528239999999,Brookfield Place,ChIJy8jTDBtawokRB9wNyxemSw8,4.5
41,"443 Broadway, New York, NY 10013, USA",,40.720157,-74.0010544,Necessary Clothing,ChIJt41PJopZwokRacUl10saeGA,2.3
42,"12 John St, New York, NY 10038, USA",(646) 964-5469,40.7098644,-74.0090517,NYC Smoke Shop & Vape Shop,ChIJ5f4tLBhawokRut96Q4N690k,4.2
43,"Bowery & Grand St, New York, NY 10013, USA",,40.7184706,-73.9948124,"Grand St & Bowery, Manhattan, NY",ChIJt-CyCohZwokRARlkL446WW0,
44,"19 Fulton St, New York, NY 10038, USA",(646) 822-6972,40.7070877,-74.003546,The Seaport District,ChIJh6Pk4TxawokRQn2vBz09L-M,4.6
45,"88 10th Ave, New York, NY 10011, USA",(917) 488-0044,40.7428772,-74.00737409999999,Artists & Fleas,ChIJo6ZHsMBZwokRBCS2f2XuMVU,4.3
46,"1453 Metropolitan Ave #7, Bronx, NY 10462, USA",(718) 904-9282,40.8370978,-73.8609542,New York & Company,ChIJXxqwNr_0wokRo2CQ4vlQggI,3.8
47,"110 West End Ave, New York, NY 10023, USA",(212) 799-9625,40.7748037,-73.98785579999999,Toga Bike Shop,ChIJQ9MPHF5YwokRNOs38qSxDM8,3.3
48,"New York, NY 10007, USA",,40.7160722,-74.004954,Dehati Mall,ChIJn2p1tSFawokRCCMGHsSwZY4,5.0
49,"114,, 88 E Broadway, New York, NY 10002, USA",(917) 388-0528,40.7138354,-73.99414030000001,Tangchao Inc,ChIJq3ALmyhawokRUoR_1x4s2PY,5.0
50,"51 Avenue A, New York, NY 10009, USA",(212) 228-0145,40.7241016,-73.9852646,Exit9 Gift Emporium NYC,ChIJOzIewIJZwokRlex7MS_C-hQ,4.5
51,"409 Gateway Dr, Brooklyn, NY 11239, USA",(718) 647-2016,40.6532669,-73.87187759999999,New York & Company,ChIJeQYDhQ5dwokRyqawBQIG_TM,4.2
52,"151 W 34th St, New York, NY 10001, USA",(212) 695-4400,40.7508025,-73.98948349999999,Macy's,ChIJ3xjWra5ZwokRrwJ0KZ4yKNs,4.3
53,"828 Broadway, New York, NY 10003, USA",(212) 473-1452,40.73331700000001,-73.9909639,Strand Bookstore,ChIJnSKGEJlZwokRQIpiCvzKzV4,4.8
54,"176 5th Ave, New York, NY 10010, USA",(929) 239-4262,40.7411545,-73.9900821,Fujifilm Wonder Photo Shop,ChIJg1K29aNZwokRbrJKbWmtBeA,4.1
55,"185 Greenwich St, New York, NY 10007, USA",,40.7110392,-74.01174840000002,Ministry of Tomorrow - Vegan Luxury Designer Leather Hand Bags NY,ChIJx_I4jRlawokRttXSQolQatk,5.0
56,"250 W 40th St #1, New York, NY 10018, USA",(212) 944-0595,40.75545039999999,-73.9898286,The Drama Book Shop Inc,ChIJKwlmsKxZwokRfLTqxrJvDzY,4.8
57,"158 Grand St, New York, NY 10013, USA",(212) 334-0040,40.71995630000001,-73.99862499999999,Landmark Coffee Shop,ChIJN66GpolZwokRAPJSwkC8FtE,4.0
58,"30-37 Steinway St #30, Astoria, NY 11103, USA",(718) 204-0117,40.762637,-73.9155396,New York & Company,ChIJ6czb_T5fwokRUE1hE-pyv5Q,3.7
59,"1540 Broadway, New York, NY 10036, USA",(212) 626-2910,40.75825709999999,-73.9850313,Disney Store,ChIJf2_0qFVYwokRcbTtlS60Vqg,4.5
